OBJECTID,AQI,Category,ResponsiblePollutant,PollenCount,PollenType,PollenDescription,ReportDateTime,Date,Week,Month,DayOfWeek,AQI_Level,Pollen_Level
8155,80,Moderate,PM2.5,2,Grass, Pine,7/1/2003 5:00,7/1/2003,27,7,Tuesday,Moderate,Low
8156,79,Moderate,PM2.5,7,Grass, Pine,6/30/2003 5:00,6/30/2003,27,6,Monday,Moderate,Moderate
8158,51,Moderate,Ozone 8-hr,0,Unknown,Not on file,6/29/2003 5:00,6/29/2003,26,6,Sunday,Moderate,Low
8159,63,Moderate,PM2.5,0,Unknown,Not on file,6/28/2003 5:00,6/28/2003,26,6,Saturday,Moderate,Low
8160,63,Moderate,PM2.5,0,Unknown,Not on file,6/28/2003 5:00,6/28/2003,26,6,Saturday,Moderate,Low
8161,93,Moderate,PM2.5,2,Grass,Slight,6/27/2003 5:00,6/27/2003,26,6,Friday,Moderate,Low
8163,92,Moderate,PM2.5,4,Grass,Slight,6/26/2003 5:00,6/26/2003,26,6,Thursday,Moderate,Low
8164,102,Unhealthy for Sensitive Groups,Ozone 8-hr,2,Grass,Slight,6/25/2003 5:00,6/25/2003,26,6,Wednesday,Unhealthy (Sensitive),Low
8165,97,Moderate,Ozone 8-hr,2,Unknown, Grass,6/24/2003 5:00,6/24/2003,26,6,Tuesday,Moderate,Low
8166,54,Moderate,PM2.5,6,Grass, Pine,6/23/2003 5:00,6/23/2003,26,6,Monday,Moderate,Moderate
8167,43,Good,Ozone 8-hr,0,Unknown,Not on file,6/23/2003 5:00,6/23/2003,26,6,Monday,Good,Low
8168,43,Good,Ozone 8-hr,0,Unknown,Not on file,6/22/2003 5:00,6/22/2003,25,6,Sunday,Good,Low
8169,68,Moderate,PM2.5,0,Unknown,Not on file,6/21/2003 5:00,6/21/2003,25,6,Saturday,Moderate,Low
8171,85,Moderate,PM2.5,4,Grass,Slight,6/20/2003 5:00,6/20/2003,25,6,Friday,Moderate,Low
8172,74,Moderate,PM2.5,3,Grass, Pine,6/19/2003 5:00,6/19/2003,25,6,Thursday,Moderate,Low
8174,76,Moderate,PM2.5,2,Grass,Slight,6/18/2003 5:00,6/18/2003,25,6,Wednesday,Moderate,Low
8175,60,Moderate,PM2.5,2,Grass, Oak,6/17/2003 5:00,6/17/2003,25,6,Tuesday,Moderate,Low
8176,57,Moderate,PM2.5,4,Grass, Oak,6/16/2003 5:00,6/16/2003,25,6,Monday,Moderate,Low
8178,34,Good,PM2.5,0,Unknown,Not on file,6/15/2003 5:00,6/15/2003,24,6,Sunday,Good,Low
8179,35,Good,PM2.5,0,Unknown,Not on file,6/14/2003 5:00,6/14/2003,24,6,Saturday,Good,Low
8181,32,Good,Ozone 8-hr,2,Grass,Slight,6/13/2003 5:00,6/13/2003,24,6,Friday,Good,Low
8182,43,Good,PM2.5,3,Grass, Pine,6/12/2003 5:00,6/12/2003,24,6,Thursday,Good,Low
8184,41,Good,PM2.5,2,Grass,Slight,6/11/2003 5:00,6/11/2003,24,6,Wednesday,Good,Low
8185,43,Good,PM2.5,5,Grass, Oak,6/10/2003 5:00,6/10/2003,24,6,Tuesday,Good,Low
8186,54,Moderate,PM2.5,2,Grass, Oak,6/9/2003 5:00,6/9/2003,24,6,Monday,Moderate,Low
8188,59,Moderate,PM2.5,0,Unknown,Not on file,6/8/2003 5:00,6/8/2003,23,6,Sunday,Moderate,Low
8189,84,Moderate,PM2.5,0,Unknown,Not on file,6/7/2003 5:00,6/7/2003,23,6,Saturday,Moderate,Low
8190,84,Moderate,PM2.5,0,Unknown,Not on file,6/7/2003 5:00,6/7/2003,23,6,Saturday,Moderate,Low
8191,80,Moderate,PM2.5,7,Grass, Oak,6/6/2003 5:00,6/6/2003,23,6,Friday,Moderate,Moderate
8192,58,Moderate,PM2.5,2,Grass,Slight,6/5/2003 5:00,6/5/2003,23,6,Thursday,Moderate,Low
8193,54,Moderate,PM2.5,2,Grass, Pine,6/4/2003 5:00,6/4/2003,23,6,Wednesday,Moderate,Low
8194,42,Good,PM2.5,5,Cedar, Grass,6/3/2003 5:00,6/3/2003,23,6,Tuesday,Good,Low
8195,43,Good,PM2.5,8,Birch, Cedar,6/2/2003 5:00,6/2/2003,23,6,Monday,Good,Moderate
8196,53,Moderate,PM2.5,0,Unknown,Not on file,6/1/2003 5:00,6/1/2003,22,6,Sunday,Moderate,Low
8197,53,Moderate,PM2.5,0,Unknown,Not on file,6/1/2003 5:00,6/1/2003,22,6,Sunday,Moderate,Low
8198,53,Moderate,PM2.5,0,Unknown,Not on file,5/31/2003 5:00,5/31/2003,22,5,Saturday,Moderate,Low
8199,49,Good,PM2.5,35,Cedar, Grass,5/30/2003 5:00,5/30/2003,22,5,Friday,Good,Very High
8200,54,Moderate,PM2.5,15,Cedar, Grass,5/29/2003 5:00,5/29/2003,22,5,Thursday,Moderate,Moderate
8201,57,Moderate,PM2.5,12,Cedar, Grass,5/28/2003 5:00,5/28/2003,22,5,Wednesday,Moderate,Moderate
8202,54,Moderate,PM2.5,43,Cedar, Grass,5/27/2003 5:00,5/27/2003,22,5,Tuesday,Moderate,Very High
8203,73,Moderate,PM2.5,0,Unknown,Not on file,5/25/2003 5:00,5/25/2003,21,5,Sunday,Moderate,Low
8204,77,Moderate,PM2.5,0,Unknown,Not on file,5/24/2003 5:00,5/24/2003,21,5,Saturday,Moderate,Low
8205,66,Moderate,PM2.5,32,Grass,Extremely Heavy,5/23/2003 5:00,5/23/2003,21,5,Friday,Moderate,Very High
8206,42,Good,PM2.5,2,Grass,Slight,5/22/2003 5:00,5/22/2003,21,5,Thursday,Good,Low
8207,54,Moderate,PM2.5,2,Grass,Slight,5/21/2003 5:00,5/21/2003,21,5,Wednesday,Moderate,Low
8208,51,Moderate,PM2.5,9,Grass, Pine,5/20/2003 5:00,5/20/2003,21,5,Tuesday,Moderate,Moderate
8209,28,Good,Ozone 8-hr,3,Grass, Pine,5/19/2003 5:00,5/19/2003,21,5,Monday,Good,Low
8210,42,Good,PM2.5,0,Unknown,Not on file,5/18/2003 5:00,5/18/2003,20,5,Sunday,Good,Low
8211,31,Good,Ozone 8-hr,0,Unknown,Not on file,5/17/2003 5:00,5/17/2003,20,5,Saturday,Good,Low
8212,52,Moderate,PM2.5,9,Grass, Pine,5/16/2003 5:00,5/16/2003,20,5,Friday,Moderate,Moderate
8213,48,Good,PM2.5,7,Grass, Pine,5/15/2003 5:00,5/15/2003,20,5,Thursday,Good,Moderate
8214,46,Good,PM2.5,17,Grass, Maple,5/14/2003 5:00,5/14/2003,20,5,Wednesday,Good,High
8215,33,Good,PM2.5,20,Grass, Pine,5/13/2003 5:00,5/13/2003,20,5,Tuesday,Good,High
8216,35,Good,PM2.5,2,Grass, Maple,5/12/2003 5:00,5/12/2003,20,5,Monday,Good,Low
8217,65,Moderate,PM2.5,0,Unknown,Not on file,5/11/2003 5:00,5/11/2003,19,5,Sunday,Moderate,Low
8218,73,Moderate,PM2.5,0,Unknown,Not on file,5/10/2003 5:00,5/10/2003,19,5,Saturday,Moderate,Low
8220,60,Moderate,PM2.5,50,Grass, Pine,5/9/2003 5:00,5/9/2003,19,5,Friday,Moderate,Very High
8221,26,Good,PM2.5,2,Grass,Slight,5/8/2003 5:00,5/8/2003,19,5,Thursday,Good,Low
8223,28,Good,PM2.5,0,Unknown,Slight,5/7/2003 5:00,5/7/2003,19,5,Wednesday,Good,Low
8224,53,Moderate,PM2.5,0,Unknown,Slight,5/6/2003 5:00,5/6/2003,19,5,Tuesday,Moderate,Low
8225,51,Moderate,PM2.5,7,Grass, Maple,5/5/2003 5:00,5/5/2003,19,5,Monday,Moderate,Moderate
8226,59,Moderate,PM2.5,0,Unknown,Not on file,5/4/2003 5:00,5/4/2003,18,5,Sunday,Moderate,Low
8228,53,Moderate,PM2.5,0,Unknown,Not on file,5/3/2003 5:00,5/3/2003,18,5,Saturday,Moderate,Low
8229,85,Moderate,PM2.5,23,Grass, Maple,5/2/2003 5:00,5/2/2003,18,5,Friday,Moderate,High
8231,68,Moderate,PM2.5,51,Grass, Maple,5/1/2003 5:00,5/1/2003,18,5,Thursday,Moderate,Very High
8232,85,Moderate,PM2.5,39,Unknown, Grass,4/30/2003 5:00,4/30/2003,18,4,Wednesday,Moderate,Very High
8233,73,Moderate,PM2.5,48,Unknown, Grass,4/29/2003 5:00,4/29/2003,18,4,Tuesday,Moderate,Very High
8234,69,Moderate,PM2.5,36,Unknown, Grass,4/28/2003 5:00,4/28/2003,18,4,Monday,Moderate,Very High
8235,66,Moderate,PM2.5,0,Unknown,Not on file,4/27/2003 5:00,4/27/2003,17,4,Sunday,Moderate,Low
8236,38,Good,PM2.5,0,Unknown,Not on file,4/26/2003 5:00,4/26/2003,17,4,Saturday,Good,Low
8237,38,Good,PM2.5,0,Unknown,Not on file,4/26/2003 5:00,4/26/2003,17,4,Saturday,Good,Low
8238,42,Good,PM2.5,13,Unknown, Grass,4/25/2003 5:00,4/25/2003,17,4,Friday,Good,Moderate
8239,44,Good,PM2.5,15,Unknown, Grass,4/24/2003 5:00,4/24/2003,17,4,Thursday,Good,Moderate
8240,32,Good,PM2.5,43,Unknown, Grass,4/23/2003 5:00,4/23/2003,17,4,Wednesday,Good,Very High
8241,47,Good,PM2.5,44,Unknown, Grass,4/22/2003 5:00,4/22/2003,17,4,Tuesday,Good,Very High
8242,38,Good,PM2.5,38,Unknown, Grass,4/21/2003 5:00,4/21/2003,17,4,Monday,Good,Very High
8243,61,Moderate,PM2.5,0,Unknown,Not on file,4/20/2003 5:00,4/20/2003,16,4,Sunday,Moderate,Low
8244,59,Moderate,PM2.5,0,Unknown,Not on file,4/19/2003 5:00,4/19/2003,16,4,Saturday,Moderate,Low
8245,58,Moderate,PM2.5,39,Unknown, Grass,4/18/2003 5:00,4/18/2003,16,4,Friday,Moderate,Very High
8246,75,Moderate,Ozone 8-hr,5,Unknown, Grass,4/17/2003 5:00,4/17/2003,16,4,Thursday,Moderate,Low
8247,87,Moderate,PM2.5,227,Unknown, Grass,4/16/2003 5:00,4/16/2003,16,4,Wednesday,Moderate,Very High
8248,95,Moderate,Ozone 8-hr,240,Unknown, Grass,4/15/2003 5:00,4/15/2003,16,4,Tuesday,Moderate,Very High
8249,57,Moderate,PM2.5,95,Grass, Hackberry,4/14/2003 5:00,4/14/2003,16,4,Monday,Moderate,Very High
8250,59,Moderate,PM2.5,0,Unknown,Not on file,4/13/2003 5:00,4/13/2003,15,4,Sunday,Moderate,Low
8251,50,Good,PM2.5,0,Unknown,Not on file,4/12/2003 5:00,4/12/2003,15,4,Saturday,Good,Low
8252,45,Good,PM2.5,56,Unknown, Elm,4/11/2003 5:00,4/11/2003,15,4,Friday,Good,Very High
8253,47,Good,PM2.5,6,Unknown, Elm,4/10/2003 5:00,4/10/2003,15,4,Thursday,Good,Moderate
8254,54,Moderate,PM2.5,127,Unknown, Cedar,4/9/2003 5:00,4/9/2003,15,4,Wednesday,Moderate,Very High
8255,40,Good,PM2.5,275,Unknown, Cedar,4/8/2003 5:00,4/8/2003,15,4,Tuesday,Good,Very High
8256,43,Good,PM2.5,0,Unknown,Slight,4/7/2003 5:00,4/7/2003,15,4,Monday,Good,Low
8257,37,Good,PM2.5,0,Unknown,Not on file,4/6/2003 6:00,4/6/2003,14,4,Sunday,Good,Low
8258,49,Good,PM2.5,0,Unknown,Not on file,4/5/2003 6:00,4/5/2003,14,4,Saturday,Good,Low
8259,43,Good,PM2.5,673,Unknown, Cedar,4/4/2003 6:00,4/4/2003,14,4,Friday,Good,Very High
8260,42,Good,Ozone 8-hr,860,Unknown, Cedar,4/3/2003 6:00,4/3/2003,14,4,Thursday,Good,Very High
8261,45,Good,Ozone 8-hr,433,Unknown, Cedar,4/2/2003 6:00,4/2/2003,14,4,Wednesday,Good,Very High
8262,37,Good,PM2.5,354,Unknown, Cedar,4/1/2003 6:00,4/1/2003,14,4,Tuesday,Good,Very High
8263,32,Good,PM2.5,230,Unknown, Cedar,3/31/2003 6:00,3/31/2003,14,3,Monday,Good,Very High
8264,29,Good,Ozone 8-hr,0,Unknown,Not on file,3/30/2003 6:00,3/30/2003,13,3,Sunday,Good,Low
8265,59,Moderate,PM2.5,0,Unknown,Not on file,3/29/2003 6:00,3/29/2003,13,3,Saturday,Moderate,Low
8266,58,Moderate,PM2.5,433,Unknown, Cedar,3/28/2003 6:00,3/28/2003,13,3,Friday,Moderate,Very High
8267,33,Good,PM2.5,53,Unknown, Cedar,3/27/2003 6:00,3/27/2003,13,3,Thursday,Good,Very High
8268,54,Moderate,PM2.5,75,Unknown, Maple,3/26/2003 6:00,3/26/2003,13,3,Wednesday,Moderate,Very High
8269,52,Moderate,PM2.5,226,Unknown, Maple,3/25/2003 6:00,3/25/2003,13,3,Tuesday,Moderate,Very High
8270,42,Good,PM2.5,18,Unknown, Maple,3/24/2003 6:00,3/24/2003,13,3,Monday,Good,High
8271,41,Good,PM2.5,0,Unknown,Not on file,3/23/2003 6:00,3/23/2003,12,3,Sunday,Good,Low
8272,38,Good,PM2.5,0,Unknown,Not on file,3/22/2003 6:00,3/22/2003,12,3,Saturday,Good,Low
8273,38,Good,Ozone 8-hr,33,Unknown, Maple,3/21/2003 6:00,3/21/2003,12,3,Friday,Good,Very High
8274,37,Good,Ozone 8-hr,5,Elm, Maple,3/20/2003 6:00,3/20/2003,12,3,Thursday,Good,Low
8275,43,Good,PM2.5,19,Unknown, Elm,3/19/2003 6:00,3/19/2003,12,3,Wednesday,Good,High
8276,64,Moderate,PM2.5,9,Unknown, Elm,3/18/2003 6:00,3/18/2003,12,3,Tuesday,Moderate,Moderate
8277,63,Moderate,PM2.5,30,Unknown,Extremely Heavy,3/17/2003 6:00,3/17/2003,12,3,Monday,Moderate,High
8279,63,Moderate,PM2.5,30,Unknown, Elm,3/17/2003 6:00,3/17/2003,12,3,Monday,Moderate,High
8280,60,Moderate,PM2.5,0,Unknown,Not on file,3/16/2003 6:00,3/16/2003,11,3,Sunday,Moderate,Low
8281,60,Moderate,PM2.5,0,Unknown,Not on file,3/15/2003 6:00,3/15/2003,11,3,Saturday,Moderate,Low
8282,71,Moderate,PM2.5,103,Elm, Maple,3/14/2003 6:00,3/14/2003,11,3,Friday,Moderate,Very High
8283,70,Moderate,PM2.5,151,Unknown, Elm,3/13/2003 6:00,3/13/2003,11,3,Thursday,Moderate,Very High
8284,54,Moderate,PM2.5,93,Elm, Maple,3/12/2003 6:00,3/12/2003,11,3,Wednesday,Moderate,Very High
8285,35,Good,PM2.5,5,Elm, Maple,3/11/2003 6:00,3/11/2003,11,3,Tuesday,Good,Low
8286,46,Good,PM2.5,17,Cedar, Maple,3/10/2003 6:00,3/10/2003,11,3,Monday,Good,High
8287,52,Moderate,PM2.5,0,Unknown,Not on file,3/9/2003 6:00,3/9/2003,10,3,Sunday,Moderate,Low
8288,52,Moderate,PM2.5,0,Unknown,Not on file,3/8/2003 6:00,3/8/2003,10,3,Saturday,Moderate,Low
8289,44,Good,PM2.5,3,Maple,Slight,3/7/2003 6:00,3/7/2003,10,3,Friday,Good,Low
8290,36,Good,PM2.5,9,Maple,Moderate,3/6/2003 6:00,3/6/2003,10,3,Thursday,Good,Moderate
8291,43,Good,PM2.5,8,Maple,Moderate,3/5/2003 6:00,3/5/2003,10,3,Wednesday,Good,Moderate
8292,44,Good,PM2.5,1,Maple,Slight,3/4/2003 6:00,3/4/2003,10,3,Tuesday,Good,Low
8293,59,Moderate,PM2.5,1,Elm,Slight,3/3/2003 6:00,3/3/2003,10,3,Monday,Moderate,Low
8294,65,Moderate,PM2.5,0,Unknown,Not on file,3/2/2003 6:00,3/2/2003,9,3,Sunday,Moderate,Low
8295,67,Moderate,PM2.5,0,Unknown,Not on file,3/1/2003 6:00,3/1/2003,9,3,Saturday,Moderate,Low
8296,61,Moderate,PM2.5,0,Unknown,Not on file,2/28/2003 6:00,2/28/2003,9,2,Friday,Moderate,Low
8297,52,Moderate,PM2.5,0,Unknown,Not on file,2/27/2003 6:00,2/27/2003,9,2,Thursday,Moderate,Low
8298,38,Good,PM2.5,0,Unknown,Not on file,2/26/2003 6:00,2/26/2003,9,2,Wednesday,Good,Low
8299,42,Good,PM2.5,0,Unknown,Not on file,2/25/2003 6:00,2/25/2003,9,2,Tuesday,Good,Low
8300,44,Good,PM2.5,0,Unknown,Not on file,2/24/2003 6:00,2/24/2003,9,2,Monday,Good,Low
8301,38,Good,PM2.5,0,Unknown,Not on file,2/23/2003 6:00,2/23/2003,8,2,Sunday,Good,Low
8302,46,Good,PM2.5,0,Unknown,Not on file,2/22/2003 6:00,2/22/2003,8,2,Saturday,Good,Low
8303,48,Good,PM2.5,0,Unknown,Not on file,2/21/2003 6:00,2/21/2003,8,2,Friday,Good,Low
8304,57,Moderate,PM2.5,0,Unknown,Not on file,2/20/2003 6:00,2/20/2003,8,2,Thursday,Moderate,Low
8305,57,Moderate,PM2.5,0,Unknown,Not on file,2/19/2003 6:00,2/19/2003,8,2,Wednesday,Moderate,Low
8306,48,Good,PM2.5,0,Unknown,Not on file,2/18/2003 6:00,2/18/2003,8,2,Tuesday,Good,Low
8308,32,Good,PM2.5,0,Unknown,Not on file,2/17/2003 6:00,2/17/2003,8,2,Monday,Good,Low
8309,49,Good,PM2.5,0,Unknown,Not on file,2/16/2003 6:00,2/16/2003,7,2,Sunday,Good,Low
8310,49,Good,PM2.5,0,Unknown,Not on file,2/16/2003 6:00,2/16/2003,7,2,Sunday,Good,Low
8311,47,Good,PM2.5,0,Unknown,Not on file,2/15/2003 6:00,2/15/2003,7,2,Saturday,Good,Low
8312,40,Good,Carbon monoxide,0,Unknown,Not on file,2/14/2003 6:00,2/14/2003,7,2,Friday,Good,Low
8313,28,Good,Carbon monoxide,0,Unknown,Not on file,2/13/2003 6:00,2/13/2003,7,2,Thursday,Good,Low
8314,40,Good,PM2.5,0,Unknown,Not on file,2/12/2003 6:00,2/12/2003,7,2,Wednesday,Good,Low
8315,38,Good,PM2.5,0,Unknown,Not on file,2/11/2003 6:00,2/11/2003,7,2,Tuesday,Good,Low
8316,24,Good,PM2.5,0,Unknown,Not on file,2/10/2003 6:00,2/10/2003,7,2,Monday,Good,Low
8317,50,Good,PM2.5,0,Unknown,Not on file,2/9/2003 6:00,2/9/2003,6,2,Sunday,Good,Low
8318,50,Good,PM2.5,0,Unknown,Not on file,2/8/2003 6:00,2/8/2003,6,2,Saturday,Good,Low
8319,24,Good,PM2.5,0,Unknown,Not on file,2/7/2003 6:00,2/7/2003,6,2,Friday,Good,Low
8320,24,Good,PM2.5,0,Unknown,Not on file,2/6/2003 6:00,2/6/2003,6,2,Thursday,Good,Low
8321,28,Good,PM2.5,0,Unknown,Not on file,2/5/2003 6:00,2/5/2003,6,2,Wednesday,Good,Low
8322,52,Moderate,PM2.5,0,Unknown,Not on file,2/4/2003 6:00,2/4/2003,6,2,Tuesday,Moderate,Low
8323,41,Good,PM2.5,0,Unknown,Not on file,2/3/2003 6:00,2/3/2003,6,2,Monday,Good,Low
8324,39,Good,PM2.5,0,Unknown,Not on file,2/2/2003 6:00,2/2/2003,5,2,Sunday,Good,Low
8325,53,Moderate,PM2.5,0,Unknown,Not on file,2/1/2003 6:00,2/1/2003,5,2,Saturday,Moderate,Low
8326,55,Moderate,PM2.5,0,Unknown,Not on file,1/31/2003 6:00,1/31/2003,5,1,Friday,Moderate,Low
8327,57,Moderate,PM2.5,0,Unknown,Not on file,1/30/2003 6:00,1/30/2003,5,1,Thursday,Moderate,Low
8328,57,Moderate,PM2.5,0,Unknown,Not on file,1/29/2003 6:00,1/29/2003,5,1,Wednesday,Moderate,Low
8329,27,Good,PM2.5,0,Unknown,Not on file,1/28/2003 6:00,1/28/2003,5,1,Tuesday,Good,Low
8330,44,Good,PM2.5,0,Unknown,Not on file,1/27/2003 6:00,1/27/2003,5,1,Monday,Good,Low
8331,44,Good,PM2.5,0,Unknown,Not on file,1/26/2003 6:00,1/26/2003,4,1,Sunday,Good,Low
8332,36,Good,PM2.5,0,Unknown,Not on file,1/25/2003 6:00,1/25/2003,4,1,Saturday,Good,Low
8333,14,Good,PM10,0,Unknown,Not on file,1/24/2003 6:00,1/24/2003,4,1,Friday,Good,Low
8334,20,Good,PM10,0,Unknown,Not on file,1/23/2003 6:00,1/23/2003,4,1,Thursday,Good,Low
8335,28,Good,Carbon monoxide,0,Unknown,Not on file,1/22/2003 6:00,1/22/2003,4,1,Wednesday,Good,Low
8336,29,Good,Carbon monoxide,0,Unknown,Not on file,1/21/2003 6:00,1/21/2003,4,1,Tuesday,Good,Low
8337,32,Good,PM2.5,0,Unknown,Not on file,1/20/2003 6:00,1/20/2003,4,1,Monday,Good,Low
8338,43,Good,PM2.5,0,Unknown,Not on file,1/19/2003 6:00,1/19/2003,3,1,Sunday,Good,Low
8339,36,Good,PM2.5,0,Unknown,Not on file,1/18/2003 6:00,1/18/2003,3,1,Saturday,Good,Low
8340,32,Good,Carbon monoxide,0,Unknown,Not on file,1/17/2003 6:00,1/17/2003,3,1,Friday,Good,Low
8341,24,Good,PM2.5,0,Unknown,Not on file,1/16/2003 6:00,1/16/2003,3,1,Thursday,Good,Low
8342,53,Moderate,PM2.5,0,Unknown,Not on file,1/15/2003 6:00,1/15/2003,3,1,Wednesday,Moderate,Low
8343,48,Good,PM2.5,0,Unknown,Not on file,1/14/2003 6:00,1/14/2003,3,1,Tuesday,Good,Low
8344,27,Good,PM2.5,0,Unknown,Not on file,1/13/2003 6:00,1/13/2003,3,1,Monday,Good,Low
8345,23,Good,PM2.5,0,Unknown,Not on file,1/12/2003 6:00,1/12/2003,2,1,Sunday,Good,Low
8346,28,Good,PM2.5,0,Unknown,Not on file,1/11/2003 6:00,1/11/2003,2,1,Saturday,Good,Low
8347,35,Good,PM2.5,0,Unknown,Not on file,1/10/2003 6:00,1/10/2003,2,1,Friday,Good,Low
8348,30,Good,PM2.5,0,Unknown,Not on file,1/9/2003 6:00,1/9/2003,2,1,Thursday,Good,Low
8349,32,Good,PM2.5,0,Unknown,Not on file,1/8/2003 6:00,1/8/2003,2,1,Wednesday,Good,Low
8350,31,Good,PM2.5,0,Unknown,Not on file,1/7/2003 6:00,1/7/2003,2,1,Tuesday,Good,Low
8351,30,Good,PM2.5,0,Unknown,Not on file,1/6/2003 6:00,1/6/2003,2,1,Monday,Good,Low
8352,38,Good,PM2.5,0,Unknown,Not on file,1/5/2003 6:00,1/5/2003,1,1,Sunday,Good,Low
8353,34,Good,PM2.5,0,Unknown,Not on file,1/4/2003 6:00,1/4/2003,1,1,Saturday,Good,Low
8354,19,Good,PM2.5,0,Unknown,Not on file,1/3/2003 6:00,1/3/2003,1,1,Friday,Good,Low
8355,42,Good,PM2.5,0,Unknown,Not on file,1/2/2003 6:00,1/2/2003,1,1,Thursday,Good,Low
8356,41,Good,PM2.5,0,Unknown,Not on file,1/1/2003 6:00,1/1/2003,1,1,Wednesday,Good,Low
8357,61,Moderate,PM2.5,0,Unknown,Not on file,1/1/2003 6:00,1/1/2003,1,1,Wednesday,Moderate,Low
8358,38,Good,PM2.5,0,Unknown,Not on file,12/31/2002 6:00,12/31/2002,1,12,Tuesday,Good,Low
8359,37,Good,PM2.5,0,Unknown,Not on file,12/30/2002 6:00,12/30/2002,1,12,Monday,Good,Low
8360,45,Good,PM2.5,0,Unknown,Not on file,12/27/2002 6:00,12/27/2002,52,12,Friday,Good,Low
8361,29,Good,PM2.5,0,Unknown,Not on file,12/26/2002 6:00,12/26/2002,52,12,Thursday,Good,Low
8362,22,Good,PM2.5,0,Unknown,Not on file,12/23/2002 6:00,12/23/2002,52,12,Monday,Good,Low
8363,46,Good,PM2.5,0,Unknown,Not on file,12/20/2002 6:00,12/20/2002,51,12,Friday,Good,Low
8364,50,Good,PM2.5,0,Unknown,Not on file,12/19/2002 6:00,12/19/2002,51,12,Thursday,Good,Low
8365,48,Good,PM2.5,0,Unknown,Not on file,12/18/2002 6:00,12/18/2002,51,12,Wednesday,Good,Low
8366,46,Good,PM2.5,0,Unknown,Not on file,12/17/2002 6:00,12/17/2002,51,12,Tuesday,Good,Low
8367,56,Moderate,PM2.5,0,Unknown,Not on file,12/16/2002 6:00,12/16/2002,51,12,Monday,Moderate,Low
8368,46,Good,PM2.5,0,Unknown,Not on file,12/13/2002 6:00,12/13/2002,50,12,Friday,Good,Low
8369,45,Good,PM2.5,0,Unknown,Not on file,12/12/2002 6:00,12/12/2002,50,12,Thursday,Good,Low
8370,29,Good,PM2.5,0,Unknown,Not on file,12/11/2002 6:00,12/11/2002,50,12,Wednesday,Good,Low
8371,44,Good,PM2.5,0,Unknown,Not on file,12/10/2002 6:00,12/10/2002,50,12,Tuesday,Good,Low
8372,60,Moderate,PM2.5,0,Unknown,Not on file,12/9/2002 6:00,12/9/2002,50,12,Monday,Moderate,Low
8373,44,Good,PM2.5,0,Unknown,Not on file,12/6/2002 6:00,12/6/2002,49,12,Friday,Good,Low
8374,31,Good,PM2.5,0,Unknown,Not on file,12/5/2002 6:00,12/5/2002,49,12,Thursday,Good,Low
8375,46,Good,PM2.5,0,Unknown,Not on file,12/4/2002 6:00,12/4/2002,49,12,Wednesday,Good,Low
8376,44,Good,PM2.5,0,Unknown,Not on file,12/3/2002 6:00,12/3/2002,49,12,Tuesday,Good,Low
8377,30,Good,PM2.5,0,Unknown,Not on file,12/2/2002 6:00,12/2/2002,49,12,Monday,Good,Low
8378,39,Good,PM2.5,0,Unknown,Not on file,11/27/2002 6:00,11/27/2002,48,11,Wednesday,Good,Low
8379,46,Good,PM2.5,0,Unknown,Not on file,11/26/2002 6:00,11/26/2002,48,11,Tuesday,Good,Low
8380,41,Good,PM2.5,0,Unknown,Not on file,11/25/2002 6:00,11/25/2002,48,11,Monday,Good,Low
8381,54,Moderate,PM2.5,0,Unknown,Not on file,11/22/2002 6:00,11/22/2002,47,11,Friday,Moderate,Low
8382,55,Moderate,PM2.5,0,Unknown,Not on file,11/21/2002 6:00,11/21/2002,47,11,Thursday,Moderate,Low
8383,20,Good,PM2.5,0,Unknown,Not on file,11/20/2002 6:00,11/20/2002,47,11,Wednesday,Good,Low
8384,40,Good,PM2.5,0,Unknown,Not on file,11/19/2002 6:00,11/19/2002,47,11,Tuesday,Good,Low
8385,38,Good,PM2.5,0,Unknown,Not on file,11/18/2002 6:00,11/18/2002,47,11,Monday,Good,Low
8386,41,Good,PM2.5,0,Unknown,Not on file,11/15/2002 6:00,11/15/2002,46,11,Friday,Good,Low
8387,44,Good,PM2.5,0,Unknown,Not on file,11/14/2002 6:00,11/14/2002,46,11,Thursday,Good,Low
8388,38,Good,PM2.5,0,Unknown,Not on file,11/13/2002 6:00,11/13/2002,46,11,Wednesday,Good,Low
8389,30,Good,PM2.5,0,Unknown,Not on file,11/12/2002 6:00,11/12/2002,46,11,Tuesday,Good,Low
8390,48,Good,PM2.5,0,Unknown,Not on file,11/11/2002 6:00,11/11/2002,46,11,Monday,Good,Low
8391,49,Good,PM2.5,0,Unknown,Not on file,11/8/2002 6:00,11/8/2002,45,11,Friday,Good,Low
8392,41,Good,PM2.5,0,Unknown,Not on file,11/7/2002 6:00,11/7/2002,45,11,Thursday,Good,Low
8393,26,Good,PM2.5,0,Unknown,Not on file,11/6/2002 6:00,11/6/2002,45,11,Wednesday,Good,Low
8394,24,Good,PM2.5,0,Unknown,Not on file,11/5/2002 6:00,11/5/2002,45,11,Tuesday,Good,Low
8395,26,Good,PM2.5,0,Unknown,Not on file,11/4/2002 6:00,11/4/2002,45,11,Monday,Good,Low
8396,46,Good,PM2.5,1,Ragweed,Slight,11/1/2002 6:00,11/1/2002,44,11,Friday,Good,Low
8397,37,Good,PM2.5,1,Ragweed,Slight,10/31/2002 6:00,10/31/2002,44,10,Thursday,Good,Low
